ts,ts_kyiv,bedroom_temp,bedroom_hum,bedroom_lux,kitchen_temp,kitchen_hum,printernya_temp,printernya_hum,soil_temp,out_temp,out_hum,out_wind,out_cloud,nas_sda_temp,nas_sdb_temp,nas_nvme_temp,server_cpu_load,pc_power,pc_temp
2026-03-16 22:00:00+00:00,2026-03-17 00:00:00+02:00,24.09458103043889,37.23837814492222,,,,,,,2.2,90,9.8,30,,,,,,
2026-03-16 23:00:00+00:00,2026-03-17 01:00:00+02:00,23.806057744866667,36.86624490464445,,,,,,,1.9,92,9.3,5,,,,,,
2026-03-17 00:00:00+00:00,2026-03-17 02:00:00+02:00,23.632065387883333,36.29111300738056,,,,,,,1.6,93,9.7,100,,,,,,
2026-03-17 01:00:00+00:00,2026-03-17 03:00:00+02:00,23.50910170742222,36.06949483390833,,,,,,,1.7,95,9.3,100,,,,,,
2026-03-17 02:00:00+00:00,2026-03-17 04:00:00+02:00,23.411655684402778,35.95758248352778,,,,,,,2.2,95,8.8,100,,,,,,
2026-03-17 03:00:00+00:00,2026-03-17 05:00:00+02:00,23.30623804961944,35.550758814666665,,,,,,,2.3,96,9.0,100,,,,,,
2026-03-17 04:00:00+00:00,2026-03-17 06:00:00+02:00,23.236294546394443,35.54141257617223,,,,,,,2.1,97,9.2,100,,,,,,
2026-03-17 05:00:00+00:00,2026-03-17 07:00:00+02:00,23.21510978231667,35.26705374570833,,,,,,,1.8,98,9.7,100,,,,,,
2026-03-17 06:00:00+00:00,2026-03-17 08:00:00+02:00,23.294260972941668,36.02991589874444,,,,,,,1.3,99,9.4,100,,,,,,
2026-03-17 07:00:00+00:00,2026-03-17 09:00:00+02:00,23.33236709963056,35.44726427388889,,,,,,,1.6,99,9.7,100,,,,,,
2026-03-17 08:00:00+00:00,2026-03-17 10:00:00+02:00,23.410726248541668,35.353928973033334,,,,,,,2.3,94,9.4,100,,,,,,
2026-03-17 09:00:00+00:00,2026-03-17 11:00:00+02:00,23.66364903050278,34.89040468898611,,,,,,,2.6,93,9.2,100,,,,,,
2026-03-17 10:00:00+00:00,2026-03-17 12:00:00+02:00,23.68480688641111,34.38122668918055,,,,,,,2.9,92,8.7,100,,,,,,
2026-03-17 11:00:00+00:00,2026-03-17 13:00:00+02:00,23.60928503014722,34.214651771844444,,,,,,,3.3,90,8.1,100,,,,,,
2026-03-17 12:00:00+00:00,2026-03-17 14:00:00+02:00,23.461163138866667,34.11183672589444,,,,,,,3.6,89,8.8,100,,,,,,
2026-03-17 13:00:00+00:00,2026-03-17 15:00:00+02:00,23.44982779212222,34.03069081038611,,,,,,,3.8,88,9.0,100,,,,,,
2026-03-17 14:00:00+00:00,2026-03-17 16:00:00+02:00,23.40907111245833,34.397401956141664,,,,,,,3.5,88,7.8,100,,,,,,
2026-03-17 15:00:00+00:00,2026-03-17 17:00:00+02:00,23.315380947394445,33.898399115222226,,,,,,,3.2,91,6.8,100,,,,,,
